id,name,slug,universityType,populationType,cost,undergraduates,admissionRate,freshmanSatisfaction,inStateTuition,outOfStateTuition,admissionDeadline,chance,applicationStatus,financialAidStatus,address.street1,address.city,address.state,address.zipCode
1810,Jacksonville State University,jacksonville-state-university,Public,Coed,$$,7749.0,"55% of 10,187 applicants were admitted",76.0,"  $11,120","  $20,840",Rolling,,,,"700 Pelham Road, N",Jacksonville,AL,36265-1602
1177,Jacksonville University,jacksonville-university,Private,Coed,$$$,2928.0,"92% of 5,139 applicants were admitted",73.7,"  $39,900","  $39,900",Rolling,,,,2800 University Boulevard North,Jacksonville,FL,32211
1809,James Madison University,james-madison-university,Public,Coed,$$,19895.0,"77% of 23,578 applicants were admitted",89.1,"  $11,576","  $28,790",January 15,,,,800 South Main Street,Harrisonburg,VA,22807
646,Jamestown College,jamestown-college,Private,Coed,$$,914.0,"69% of 1,106 applicants were admitted",70.0,"  $23,498","  $23,498",Rolling,,,,6000 College Lane,Jamestown,ND,58405
1681,Jarvis Christian College,jarvis-christian-college,Private,Coed,,,54% of 983 applicants were admitted,53.0,Not reported,Not reported,August 1,,,,"PR 7631 @ U S Highway 80 East, PO Box 1470",Hawkins,TX,75765-1470
1835,Jefferson College of Health Sciences,jefferson-college-of-health-sciences,Private,Coed,$$,800.0,Not reported,66.0,"  $26,866","  $26,866",Rolling,,,,101 Elm Avenue SE,Roanoke,VA,24013
1811,John Brown University,john-brown-university,Private,Coed,$$,1608.0,"76% of 1,176 applicants were admitted",82.1,"  $27,668","  $27,668",Rolling,,,,2000 West University Street,Siloam Springs,AR,72761-2121
812,John Carroll University,john-carroll-university,Private,Coed,$$$,3017.0,"86% of 3,782 applicants were admitted",89.0,"  $44,405","  $44,405",Rolling,,,,1 John Carroll Boulevard,University Heights,OH,44118
1107,John F. Kennedy University,john-f-kennedy-university,Private,Women Only,,287.0,Not reported,,Not reported,Not reported,,,,,100 Ellinwood Way,Pleasant Hill,CA,94523-4817
402,John Jay College of Criminal Justice,john-jay-college-of-criminal-justice,Public,Coed,,13746.0,"41% of 20,564 applicants were admitted",80.0,"   $7,270","  $14,940",Rolling,,,,524 West 59th Street,New York,NY,10019
3223,John Paul the Great Catholic University,john-paul-the-great-catholic-university,Private,Coed,$$,286.0,90% of 220 applicants were admitted,80.0,"  $27,000","  $27,000",Rolling,,,,155 West Grand Avenue,Escondido,CA,92025
1509,Johns Hopkins University,johns-hopkins-university,Private,Coed,$$$,5534.0,"10% of 30,164 applicants were admitted",97.9,"  $57,510","  $57,510",January 4,,,,3400 North Charles Street,Baltimore,MD,21218
3078,Johnson & Wales University,johnson-wales-university-charlotte-nc,Private,Coed,,2255.0,"69% of 4,685 applicants were admitted",73.7,Not reported,Not reported,Rolling,,,,801 West Trade Street,Charlotte,NC,28202
256,Johnson & Wales University,johnson-wales-university-providence-ri,Private,Coed,,8718.0,"82% of 11,971 applicants were admitted",77.7,Not reported,Not reported,March 3,,,,8 Abbott Park Place,Providence,RI,02903-3703
1403,Johnson & Wales University,johnson-wales-university-north-miami-fl,Private,Coed,,1752.0,Not reported,69.0,Not reported,Not reported,Rolling,,,,1701 Northeast 127th Street,North Miami,FL,33181
594,Johnson & Wales University,johnson-wales-university-denver-co,Private,Coed,,1356.0,Not reported,74.8,Not reported,Not reported,Rolling,,,,7150 Montview Boulevard,Denver,CO,80220
970,Johnson C. Smith University,johnson-c-smith-university,Private,Coed,$$,1435.0,"47% of 6,168 applicants were admitted",,"  $18,784","  $18,784",,,,,100 Beatties Ford Road,Charlotte,NC,28216-5398
1499,Johnson University,johnson-university,Private,Coed,$$,774.0,53% of 398 applicants were admitted,,"  $18,290","  $18,290",July 1,,,,7900 Johnson Drive,Knoxville,TN,37998-1001
1330,Johnson University Florida,johnson-university-florida,Private,Coed,$$,182.0,31% of 371 applicants were admitted,46.3,"  $17,630","  $17,630",July 15,,,,1011 Bill Beck Boulevard,Kissimmee,FL,34744-5301
3208,Jose Maria Vargas University,jose-maria-vargas-university,Private for-profit,Coed,,,Not reported,,Not reported,Not reported,,,,,10131 Pines Boulevard,Pembroke Pines,FL,33026
1215,Judson College,judson-college,Private,Women Only,$$,374.0,63% of 329 applicants were admitted,70.0,"  $18,510","  $18,510",Rolling,,,,302 Bibb Street,Marion,AL,36756
959,Judson University,judson-university,Private,Coed,$$,1046.0,"37% of 1,615 applicants were admitted",76.0,"  $29,870","  $29,870",Rolling,,,,1151 North State Street,Elgin,IL,60123-1498
1010,Juilliard School,juilliard-school,Private,Coed,$$$,486.0,"7% of 2,704 applicants were admitted",,"  $49,510","  $49,510",December 1,,,,60 Lincoln Center Plaza,New York,NY,10023-6588
441,Juniata College,juniata-college,Private,Coed,$$$,1429.0,"71% of 2,344 applicants were admitted",86.0,"  $49,175","  $49,175",March 15,,,,1700 Moore Street,Huntingdon,PA,16652-2119
1761,Kalamazoo College,kalamazoo-college,Private,Coed,$$$,1286.0,"76% of 3,576 applicants were admitted",88.0,"  $52,530","  $52,530",January 15,,,,1200 Academy Street,Kalamazoo,MI,49006-3295
1216,Kansas City Art Institute,kansas-city-art-institute,Private,Coed,,699.0,69% of 659 applicants were admitted,77.0,"  $40,255","  $40,255",August 15,,,,4415 Warwick Boulevard,Kansas City,MO,64111-1874
744,Kansas State University,kansas-state-university,Public,Coed,$$,17210.0,"96% of 8,140 applicants were admitted",85.8,"  $10,383","  $25,887",Rolling,,,,110 Anderson Hall 919 Mid-Campus Drive North,Manhattan,KS,66506
3439,Kansas State University Polytechnic Campus,kansas-state-university-polytechnic-campus,,Coed,$$,627.0,Not reported,80.3,"   $9,506","  $24,040",,,,,2310 Centennial Road,Salina,KS,67401
936,Kansas Wesleyan University,kansas-wesleyan-university,Private,Coed,$$,653.0,"61% of 1,242 applicants were admitted",68.5,"  $30,570","  $30,570",Rolling,,,,100 East Claflin Avenue,Salina,KS,67401-6196
2039,Kaplan University,kaplan-university-mason-city-ia,Private for-profit,Coed,,,Not reported,,Not reported,Not reported,,,,,"2570 4th Street, SW",Mason City,IA,50401
3320,Kaplan University,kaplan-university-urbandale-ia,Private for-profit,Coed,,,Not reported,,Not reported,Not reported,,,,,4655 121st Street,Urbandale,IA,50323
3342,Kaplan University,kaplan-university-cedar-falls-ia,Private for-profit,Coed,,,Not reported,,Not reported,Not reported,Rolling,,,,7009 Nordic Drive,Cedar Falls,IA,50613
3003,Kaplan University,kaplan-university-davenport-ia,Private for-profit,Coed,,,Not reported,,Not reported,Not reported,,,,,"1801 East Kimberly Road, Suite 1",Davenport,IA,52807
1012,Kean University,kean-university,Public,Coed,$$,12120.0,"69% of 9,540 applicants were admitted",74.0,"  $12,595","  $19,771",Rolling,,,,1000 Morris Avenue,Union,NJ,07083
1016,Keene State College,keene-state-college,Public,Coed,$$,3503.0,"81% of 4,958 applicants were admitted",72.0,"  $14,568","  $23,756",Rolling,,,,229 Main Street,Keene,NH,03435
1856,Kehilath Yakov Rabbinical Seminary,kehilath-yakov-rabbinical-seminary,Private,Men Only,,88.0,Not reported,,Not reported,Not reported,,,,,340 Illington Road,Ossining,NY,10562
3440,Keiser University,keiser-university,,Coed,$$,17530.0,"99% of 5,971 applicants were admitted",81.0,"  $32,868","  $32,868",Rolling,,,,1500 NW 49th Street,Fort Lauderdale,FL,33309
370,Kendall College,kendall-college,Private for-profit,Coed,,1200.0,84% of 154 applicants were admitted,54.0,Not reported,Not reported,Rolling,,,,900 N. North Branch Street,Chicago,IL,60642
1503,Kennesaw State University,kennesaw-state-university,Public,Coed,$$,34499.0,"75% of 15,691 applicants were admitted",80.4,"   $7,432","  $21,158",May 3,,,,1000 Chastain Road,Kennesaw,GA,30144
848,Kent State University,kent-state-university,Public,Coed,$$,23178.0,"88% of 15,538 applicants were admitted",80.1,"  $10,012","  $18,714",Rolling,,,,PO Box 5190,Kent,OH,44242-0001
3441,Kent State University at Geauga,kent-state-university-at-geauga,,Coed,,2179.0,99% of 418 applicants were admitted,61.9,Not reported,Not reported,Rolling,,,,14111 Claridon-Troy Road,Burton,OH,44021-9500
3442,Kent State University at Stark,kent-state-university-at-stark,,Coed,,4763.0,100% of 894 applicants were admitted,64.5,Not reported,Not reported,Rolling,,,,"6000 Frank Avenue, NW",Canton,OH,44720-7599
1154,Kentucky Christian University,kentucky-christian-university,Private,Coed,,602.0,48% of 886 applicants were admitted,73.0,Not reported,Not reported,Rolling,,,,100 Academic Parkway,Grayson,KY,41143-2205
1336,Kentucky Mountain Bible College,kentucky-mountain-bible-college,Private,Coed,$,72.0,48% of 85 applicants were admitted,71.4,"  $10,190","  $10,190",Rolling,,,,855 Highway 541,Jackson,KY,41339
1050,Kentucky State University,kentucky-state-university,Public,Coed,$$,2029.0,"81% of 2,185 applicants were admitted",66.0,"   $9,190","  $13,040",,,,,400 East Main Street,Frankfort,KY,40601
1484,Kentucky Wesleyan College,kentucky-wesleyan-college,Private,Coed,$$,785.0,67% of 996 applicants were admitted,67.0,"  $27,200","  $27,200",,,,,3000 Frederica Street,Owensboro,KY,42301
810,Kenyon College,kenyon-college,Private,Coed,$$$,1734.0,"36% of 6,152 applicants were admitted",91.0,"  $61,100","  $61,100",January 15,,,,106 College Park Drive,Gambier,OH,43022
3009,Kettering College,kettering-college,Private,Women Only,$$,741.0,50% of 204 applicants were admitted,78.0,"  $16,200","  $16,200",Rolling,,,,3737 Southern Boulevard,Kettering,OH,45429-1299
364,Kettering University,kettering-university,Private,Coed,$$$,1799.0,"73% of 2,262 applicants were admitted",90.4,"  $44,380","  $44,380",Rolling,,,,1700 University Avenue,Flint,MI,48504
1018,Keuka College,keuka-college,Private,Coed,$$$,1529.0,"86% of 2,212 applicants were admitted",79.4,"  $34,032","  $34,032",Rolling,,,,141 Central Avenue,Keuka Park,NY,14478
2011,Keystone College,keystone-college,Private,Coed,$$,1288.0,"79% of 2,051 applicants were admitted",58.3,"  $17,000","  $17,000",Rolling,,,,One College Green,La Plume,PA,18440
798,King's College,kings-college,Private,Coed,$$$,2231.0,"81% of 4,176 applicants were admitted",72.1,"  $40,080","  $40,080",Rolling,,,,133 North River Street,Wilkes-Barre,PA,18711-0801
1485,King College,king-college,Private,Coed,$$,1617.0,62% of 949 applicants were admitted,66.5,"  $31,840","  $31,840",Rolling,,,,1350 King College Road,Bristol,TN,37620-2699
814,Knox College,knox-college,Private,Coed,$$$,1258.0,"68% of 3,397 applicants were admitted",81.0,"  $49,974","  $49,974",January 15,,,,2 East South Street,Galesburg,IL,61401
424,Kutztown University of Pennsylvania,kutztown-university-of-pennsylvania,Public,Coed,$$,7204.0,"89% of 6,893 applicants were admitted",74.0,"  $10,950","  $14,808",Rolling,,,,15200 Kutztown Road,Kutztown,PA,19530-0730
1361,Kuyper College,kuyper-college,Private,Coed,$$,160.0,68% of 119 applicants were admitted,75.0,"  $21,989","  $21,989",Rolling,,,,"3333 East Beltline, NE",Grand Rapids,MI,49525-9749
425,La Roche College,la-roche-college,Private,Coed,$$,1241.0,"99% of 1,220 applicants were admitted",73.0,"  $30,320","  $30,320",Rolling,,,,9000 Babcock Boulevard,Pittsburgh,PA,15237-5898
426,La Salle University,la-salle-university,Private,Coed,$$,3904.0,"81% of 6,642 applicants were admitted",74.0,"  $31,650","  $31,650",Rolling,,,,1900 West Olney Avenue,Philadelphia,PA,19141-1199
889,La Sierra University,la-sierra-university,Private,Coed,$$$,1842.0,"49% of 4,688 applicants were admitted",89.0,"  $35,208","  $35,208",Rolling,,,,4500 Riverwalk Parkway,Riverside,CA,92505
799,Lafayette College,lafayette-college,Private,Coed,$$$,2662.0,"31% of 8,521 applicants were admitted",94.0,"  $57,052","  $57,052",January 15,,,,730 High Street,Easton,PA,18042
1486,LaGrange College,lagrange-college,Private,Coed,$$,822.0,"49% of 1,686 applicants were admitted",70.0,"  $31,540","  $31,540",Rolling,,,,601 Broad Street,LaGrange,GA,30240-2999
545,Laguna College of Art + Design,laguna-college-of-art-design,Private,Coed,,567.0,39% of 472 applicants were admitted,97.0,Not reported,Not reported,Rolling,,,,2222 Laguna Canyon Road,Laguna Beach,CA,92651-1136
371,Lake Erie College,lake-erie-college,Private,Coed,$$,833.0,"57% of 1,499 applicants were admitted",60.4,"  $32,322","  $32,322",Rolling,,,,391 West Washington Street,Painesville,OH,44077-3389
1762,Lake Forest College,lake-forest-college,Private,Coed,$$$,1492.0,"58% of 4,147 applicants were admitted",83.0,"  $49,822","  $49,822",February 15,,,,555 North Sheridan Road,Lake Forest,IL,60045
1788,Lake Superior State University,lake-superior-state-university,Public,Coed,$$,1984.0,"57% of 1,657 applicants were admitted",68.0,"  $12,661","  $12,661",Rolling,,,,650 West Easterday Avenue,Sault Sainte Marie,MI,49783
372,Lakeland University,lakeland-university,Private,Coed,,1859.0,"52% of 1,541 applicants were admitted",67.0,Not reported,Not reported,Rolling,,,,W3718 South Drive,Plymouth,WI,53073
1416,Lakeview College of Nursing,lakeview-college-of-nursing,Private,Women Only,,148.0,Not reported,,Not reported,Not reported,,,,,903 North Logan Avenue,Danville,IL,61832
1106,Lamar University,lamar-university,Public,Coed,$$,8697.0,"84% of 6,249 applicants were admitted",66.0,"  $10,342","  $23,002",,,,,4400 Martin Luther King Parkway,Beaumont,TX,77710
801,Lancaster Bible College,lancaster-bible-college,Private,Coed,$$,1688.0,57% of 192 applicants were admitted,81.0,"  $26,070","  $26,070",Rolling,,,,901 Eden Road,Lancaster,PA,17601
1519,Lander University,lander-university,Public,Coed,,2969.0,"42% of 3,342 applicants were admitted",60.8,Not reported,Not reported,Rolling,,,,320 Stanley Avenue,Greenwood,SC,29649-2099
1051,Lane College,lane-college,Private,Coed,,1427.0,"50% of 5,311 applicants were admitted",62.0,Not reported,Not reported,Rolling,,,,545 Lane Avenue,Jackson,TN,38301-4598
1112,Langston University,langston-university,Public,Coed,,1945.0,"61% of 9,244 applicants were admitted",52.0,Not reported,Not reported,Rolling,,,,PO Box 907,Langston,OK,73050
1272,Lasell College,lasell-college,Private,Coed,$$$,1639.0,"84% of 2,489 applicants were admitted",74.1,"  $39,000","  $39,000",Rolling,,,,1844 Commonwealth Avenue,Newton,MA,02466-2709
849,Lawrence Technological University,lawrence-technological-university,Private,Coed,$$$,2136.0,"79% of 2,398 applicants were admitted",74.3,"  $36,630","  $36,630",Rolling,,,,21000 West Ten Mile Road,Southfield,MI,48075-1058
1763,Lawrence University,lawrence-university,Private,Coed,$$$,1445.0,"62% of 3,463 applicants were admitted",87.0,"  $49,122","  $49,122",January 15,,,,711 East Boldt Way,Appleton,WI,54911
428,Le Moyne College,le-moyne-college,Private,Coed,$$$,2765.0,"74% of 7,323 applicants were admitted",87.0,"  $35,910","  $35,910",3/1,,,,1419 Salt Springs Road,Syracuse,NY,13214
427,Lebanon Valley College,lebanon-valley-college,Private,Coed,$$$,1729.0,"80% of 2,649 applicants were admitted",74.2,"  $46,030","  $46,030",Rolling,,,,101 North College Avenue,Annville,PA,17003-1400
1487,Lee University,lee-university,Private,Coed,$$,4686.0,"82% of 2,416 applicants were admitted",78.0,"  $19,540","  $19,540",Rolling,,,,PO Box 3450,Cleveland,TN,37320-3450
1250,Lees-McRae College,lees-mcrae-college,Private,Coed,$$,966.0,"57% of 1,462 applicants were admitted",65.9,"  $27,521","  $27,521",Rolling,,,,PO Box 128,Banner Elk,NC,28604
794,Lehigh University,lehigh-university,Private,Coed,$$$,5178.0,"32% of 15,649 applicants were admitted",93.4,"  $57,450","  $57,450",January 1,,,,27 Memorial Drive West,Bethlehem,PA,18015
1151,Lehman College (City University of New York),lehman-college-city-university-of-new-york,Public,Coed,,13002.0,"38% of 19,759 applicants were admitted",83.0,"   $7,410","  $15,360",Rolling,,,,250 Bedford Park Boulevard West,Bronx,NY,10468-1589
1488,LeMoyne-Owen College,lemoyne-owen-college,Private,Coed,$$,945.0,100% of 527 applicants were admitted,43.0,"  $11,196","  $11,196",April 1,,,,807 Walker Avenue,Memphis,TN,38126-6595
1518,Lenoir-Rhyne University,lenoir-rhyne-university,Private,Coed,,1846.0,"78% of 4,791 applicants were admitted",72.0,Not reported,Not reported,Rolling,,,,625 7th Avenue NE,Hickory,NC,28601
429,Lesley University,lesley-university,Private,Women Only,$$,2128.0,"75% of 3,049 applicants were admitted",81.0,"  $29,450","  $29,450",Rolling,,,,29 Everett Street,Cambridge,MA,02138-2790
938,LeTourneau University,letourneau-university,Private,Coed,$$,2862.0,"45% of 2,314 applicants were admitted",76.2,"  $32,490","  $32,490",Rolling,,,,PO Box 7001,Longview,TX,75607-7001
897,Lewis-Clark State College,lewis-clark-state-college,Public,Coed,$,3684.0,"100% of 1,867 applicants were admitted",63.0,"   $6,618","  $19,236",,,,,500 Eighth Avenue,Lewiston,ID,83501-2698
1193,Lewis & Clark College,lewis-clark-college,Private,Coed,$$$,1965.0,"72% of 5,863 applicants were admitted",,"  $52,780","  $52,780",January 15,,,,0615 Southwest Palatine Hill Road,Portland,OR,97219-7899
977,Lewis University,lewis-university,Private,Coed,$$,4274.0,"64% of 6,674 applicants were admitted",84.0,"  $34,478","  $34,478",June 1,,,,One University Parkway,Romeoville,IL,60446
1531,Liberty University,liberty-university,Private,Coed,$$,13417.0,"35% of 20,183 applicants were admitted",84.7,"  $24,910","  $24,910",Rolling,,,,1971 University Boulevard,Lynchburg,VA,24515
